epoch,sod_0,sod_1,sod_2,sod_3,sod_4,sod_mask
41,83369730,82311447,64997656,39132106,78188488,71430973
42,80360856,84793139,62202949,39664054,80543072,71866330
43,78361851,83501707,63831395,38572676,83546640,71616131
44,79141124,82088522,64127989,39089661,83949602,71033502
45,79961084,86433515,61220811,39825173,80752404,71237413
46,78408049,85860775,63362168,38295289,83868254,69635865
47,82484110,86348471,65835485,38132474,75406885,71222975
48,83776200,84426891,62598699,39823358,78209723,70595529
49,76433558,86424336,65649432,39335135,80643733,70944206
50,76247797,86006077,65151774,40414802,81241872,70368078
51,79350777,85730026,63944066,39277229,80295074,70833228
52,81577735,85643433,64539542,38744156,78076832,70848702
53,77730506,87082370,63492201,35261990,82597102,73266231
54,81348487,86795458,62215058,37849187,79432804,71789406
55,77296871,86505483,64461975,37483134,82611856,71071081
56,82267279,85646711,65204003,39071213,76482093,70759101
57,79108837,85829794,63675639,38817674,80245288,71753168
58,78053449,84940959,67224425,34196657,82479838,72535072
59,80594229,85570115,64881640,38086462,81256641,69041313
60,80436237,85205984,63352468,38065757,81063807,71306147
61,80714497,85982016,61441947,38541223,83171614,69579103
62,80842383,85398646,63571677,40290049,78636664,70690981
63,78891769,85459761,66134585,39162249,79365563,70416473
64,78574981,83006413,66179003,40645474,81023823,70000706
65,78403877,82545256,63848796,40415922,83401005,70815544
66,78367610,82043602,64099931,39728850,84427051,70763356
67,80795498,84467445,64549290,37871607,81749490,69997070
68,81583324,82747320,65130114,38699015,80578525,70692102
69,79887469,81665945,68075756,38966155,80780042,70055033
70,80190448,86478914,65447918,37290292,79072540,70950288
71,79481260,82633453,65260341,39585097,81324230,71146019
72,81988024,84640481,61111549,39536057,79886648,72267641
73,79974460,84560754,65694260,39524184,77950807,71725935
74,83462196,82753370,66785724,38177748,77928979,70322383
75,81910551,83310661,65179359,37690340,80213988,71125501
76,77400838,87558722,65776257,39589256,78765072,70340255
77,78112518,83753731,66383803,38970624,81175523,71034201
78,79961704,82302312,61545895,40400786,83143929,72075774
79,79772674,84464701,61866407,42159168,79594491,71572959
80,80894086,87796696,61122948,40302811,79297405,70016454
81,78967744,83776972,67566388,40293111,77379196,71446989
82,80257013,86727554,63283487,38924985,80039076,70198285
83,77112716,85557903,65428576,39706175,80750424,70874606
84,82820369,87578603,64847444,35941768,79221203,69021013
85,75867436,84766555,66785382,38834690,82455919,70720418
86,79851346,85039565,63736794,38744328,81438897,70619470
87,78142496,85398188,61394320,39396697,82824920,72273779
88,80360736,86738952,64337674,36194043,80494066,71304929
89,78950089,86366100,63274211,38445642,82710099,69684259
90,80527779,87223836,65426700,37068102,79294114,69889869
91,81187210,80417673,68313085,36902243,82193458,70416731
92,81237440,86003590,63855604,40874148,77003369,70456249
93,77395052,83586087,62868803,40474943,83353580,71751935
94,78145671,86450505,62287431,39302041,82874963,70369789
95,78334860,86286546,64932015,38906027,80827285,70143667
96,81382625,83892198,64952020,38119193,81470113,69614251
97,79072416,85997154,66940622,39705718,77709829,70004661
98,80355417,83126209,61777747,40625978,82635094,70909955
99,78895649,85151060,62393348,41205462,81800203,69984678
100,82055836,84437534,62915953,39792108,80352421,69876548
101,81041390,82831299,67293400,37230047,79937679,71096585
102,81324611,84575659,63088814,38654206,81020307,70766803
103,78940334,85493174,66202229,36019711,81509744,71265208
104,79529130,83084127,62611130,38782422,85756414,69667177
105,75231656,87408067,63890632,38564312,83067053,71268680
106,79526993,85217918,64026260,39512191,80704215,70442823
107,78137070,84452106,64282219,39194171,83464424,69900410
108,78003827,79812670,64494477,40000994,86485403,70633029
109,78232296,85173133,65163591,40424576,80164325,70272479
110,76797961,84027871,62852871,41147501,82249851,72354345
111,77749543,87330646,64140068,39370164,80847082,69992897
112,77646633,85934293,66161863,38590083,80201887,70895641
113,83579526,83672135,61836531,37982271,79859759,72500178
114,78190049,86546143,66231067,39460837,78257275,70745029
115,77737123,85547068,63263373,39781743,82396627,70704466
116,78076270,84888580,64271479,37978469,82558796,71656806
117,76883258,84117197,66888943,38691987,81344207,71504808
118,80158252,84150641,68147603,36117665,79349771,71506468
119,81995330,84677066,63084989,38162379,81348729,70161907
120,79817746,84355312,64862409,39299275,80725771,70369887
121,81000637,85287616,61858209,36723758,82187798,72372382
122,79354783,83889160,66543256,38653915,79454237,71535049
